port_name,country,latitude,longitude
MUKILTEO,US,47.95,-122.3
EVERETT,US,48,-122.216667
COUPEVILLE,US,48.233333,-122.683333
RICHARDSON,US,48.45,-122.9
SAN FRANCISCO,US,37.816667,-122.416667
YERBABUENA ISLAND,US,37.816667,-122.366667
ALAMEDA,US,37.783333,-122.266667
OAKLAND,US,37.816667,-122.333333
BERKELEY,US,37.866667,-122.3
POINT RICHMOND,US,37.916667,-122.366667
BONIFACIO,FR,41.383333,9.166667
CALVI,FR,42.566667,8.75
PORTO VECCHIO,FR,41.583333,9.283333
VALLETTA HARBORS,MT,35.9,14.516667
MARSAXLOKK,MT,35.816667,14.55
FORTUNE HARBOR,CA,49.533333,-55.233333
SPRINGDALE,CA,49.5,-56.066667
CONCHE,CA,50.883333,-55.9
RODDICKTON,CA,50.866667,-56.133333
WESTPORT COVE,CA,49.783333,-56.616667
SEAL COVE,CA,49.933333,-56.383333
LITTLE BAY,CA,49.616667,-56
TWILLINGATE HARBOR,CA,49.666667,-54.766667
CATALINA HARBOR,CA,48.5,-53.083333
PORT UNION,CA,48.5,-53.083333
CLARENVILLE,CA,48.15,-53.95
CARBONEAR BAY,CA,47.733333,-53.216667
HARBOR GRACE,CA,47.683333,-53.216667
ST JOHN'S,CA,47.566667,-52.7
ESSAOUIRA,MA,31.5,-9.783333
KHAWR FAKKAN,AE,25.35,56.383333
UMM AL QAYWAYN,AE,25.583333,55.583333
AL JAZEERA PORT,AE,25.716667,55.783333
ALOFI,NU,-19.033333,-169.933333
PIEROWALL,GB,59.3,-2.983333
KETTLETOFT,GB,59.233333,-2.6
WHITEHALL,GB,59.133333,-2.6
SOUTH NESS,GB,58.8,-3.2
ST MARGARETS HOPE,GB,58.833333,-2.95
LYNESS,GB,58.833333,-3.2
SCAPA BAY,GB,58.95,-2.983333
PHSAR REAM,KH,10.5,103.6
SAN JUAN CANNERY,US,60.05,-148.066667
LATOUCHE,US,60.05,-148.066667
SEWARD,US,60.1,-149.433333
PORT GRAHAM,US,59.35,-151.816667
SELDOVIA,US,59.433333,-151.733333
HOMER,US,59.6,-151.416667
COAL POINT,US,59.6,-151.416667
NINILCHIK,US,60.05,-151.683333
KENAI,US,60.55,-151.266667
NIKISKI,US,60.683333,-151.4
ANCHORAGE,US,61.216667,-149.9
DRIFT RIVER,US,60.55,-152.133333
SNUG HARBOR,US,60.1,-152.583333
OUZINKIE,US,57.916667,-152.5
KODIAK,US,57.783333,-152.4
WOMENS BAY,US,57.716667,-152.516667
PORT HOBRON,US,57.166667,-153.166667
MCCORD,US,57.15,-153.2
THREE SAINTS BAY,US,57.116667,-153.5
TRAP POINT,US,57,-154.15
LAZY BAY,US,56.9,-154.25
UYAK,US,57.633333,-154
LARSEN BAY,US,57.533333,-153.983333
PORT OBRIEN,US,57.733333,-153.316667
DRY SPRUCE BAY,US,57.933333,-153.033333
PORT VITA,US,58.066667,-153.066667
BEAR ISLAND,US,58.45,-152.683333
HOGG ISLAND,US,58.466667,-152.683333
PORT WILLIAM,US,58.483333,-152.583333
CHIGNIK,US,56.3,-158.4
IVANOF BAY,US,55.8,-159.466667
SAND POINT,US,55.333333,-160.533333
BARALOF BAY,US,55.233333,-160.533333
KING COVE,US,55.05,-162.316667
COLD BAY,US,55.2,-162.7
WHITTIER,US,60.833333,-148.666667
CRAB BAY,US,60.066667,-148
PORT ASHTON,US,60.066667,-148.05
KETCHIKAN,US,55.333333,-131.65
WARD COVE,US,55.4,-131.733333
LORING,US,55.6,-131.633333
YES BAY,US,55.916667,-131.8
UNION BAY,US,55.766667,-132.216667
BURNETT INLET,US,56.066667,-132.466667
WRANGELL,US,56.466667,-132.383333
KASAAN,US,55.533333,-132.4
ROSE INLET,US,54.95,-132.966667
HYDABURG,US,55.2,-132.833333
CRAIG,US,55.466667,-133.15
KLAWOCK,US,55.55,-133.1
STEAMBOAT BAY,US,55.533333,-133.633333
FISHERMANS HARBOR,US,55.966667,-133.8
PETERSBURG,US,56.816667,-132.95
WASHINGTON BAY,US,56.733333,-134.35
BAY OF PILLARS,US,56.6,-134.233333
BIG PORT WALTER,US,56.383333,-134.733333
LITTLE PORT WALTER,US,56.383333,-134.633333
PORT ARMSTRONG,US,56.3,-134.666667
PORT CONCLUSION,US,56.25,-134.683333
PORT ALEXANDER,US,56.25,-134.65
SITKA,US,57.05,-135.333333
KIMSHAN COVE,US,57.683333,-136.116667
PELICAN,US,57.966667,-136.233333
PORT CHILKOOT,US,59.233333,-135.433333
ORCA,US,60.583333,-145.716667
ELFIN COVE,US,58.2,-136.35
HOONAH,US,58.116667,-135.45
TENAKEE SPRINGS,US,57.783333,-135.2
CHATHAM,US,57.516667,-134.933333
TODD,US,57.466667,-135.05
HOOD BAY,US,57.4,-134.5
HAWK INLET,US,58.116667,-134.75
FUNTER,US,58.25,-134.9
DUPONT,US,58.233333,-134.266667
JUNEAU,US,58.3,-134.416667
HAINES,US,59.233333,-135.433333
TANANI POINT,US,59.283333,-135.45
SKAGWAY,US,59.45,-135.333333
LETNIKOF COVE,US,59.183333,-135.4
EXCURSION INLET,US,58.416667,-135.45
YAKUTAT,US,59.55,-139.733333
CORDOVA,US,60.55,-145.766667
GEORGE INLET,US,55.383333,-131.466667
VALDEZ,US,61.116667,-146.25
HYDER,US,55.916667,-130
MOSS,NO,59.45,10.666667
TOFTE,NO,59.55,10.566667
KAMBO,NO,59.466667,10.683333
HAUGESUND,NO,59.416667,5.266667
ESPEVAER,NO,59.583333,5.15
SAUDA,NO,59.65,6.35
FARSUND,NO,58.083333,6.816667
KRISTIANSAND,NO,58.15,8
RISOR,NO,58.716667,9.233333
BREVIK,NO,59.066667,9.7
HORTEN,NO,59.416667,10.5
SVELVIK,NO,59.616667,10.4
STORSTEILENE,NO,59.816667,10.6
OSLO,NO,59.916667,10.75
MOSTERHAMN,NO,59.7,5.4
SAGVAG,NO,59.766667,5.383333
LEIRVIK,NO,59.783333,5.5
TJOTTA,NO,65.833333,12.433333
BRONNOYSUND,NO,65.466667,12.2
BERG,NO,65.366667,12.2
RORVIK,NO,64.866667,11.25
SALSBRUKET,NO,64.8,11.866667
NAMSOS,NO,64.466667,11.5
STEINKJER,NO,64.016667,11.5
DJUPVIKEN,NO,63.783333,11.45
LANGSTEIN,NO,63.533333,10.9
MURUVIK,NO,63.433333,10.85
HOMMELVIK,NO,63.416667,10.8
TRONDHEIM,NO,63.433333,10.4
THAMSHAMM,NO,63.316667,9.883333
KRISTIANSUND,NO,63.116667,7.733333
HAROYSUND,NO,62.9,6.966667
MOLDE,NO,62.733333,7.166667
ANDALSNES,NO,62.566667,7.683333
MOLDTUSTRANDA,NO,62.3,5.65
ORSTAV,NO,62.2,6.133333
MALOY,NO,61.933333,5.116667
BERGEN,NO,60.4,5.316667
BRATTHOLMEN,NO,60.35,5.166667
TRANNESET,NO,60.416667,5.016667
STRANDVIK,NO,60.166667,5.666667
MELING,NO,59.783333,5.116667
HEMNESBERGET,NO,66.233333,13.616667
HAMMERFEST,NO,70.666667,23.666667
SORVAER,NO,70.633333,21.983333
BREDVIK,NO,70.583333,22.133333
OKSFJORD,NO,70.233333,22.35
ALTA,NO,69.966667,23.25
TALVIK,NO,70.05,22.966667
GIBOSTAD,NO,69.35,18.083333
FINNSNES,NO,69.233333,17.966667
MEDBY,NO,68.916667,17.733333
SJOVEGAN,NO,68.883333,17.833333
HARSTAD,NO,68.8,16.55
SORTLAND,NO,68.7,15.416667
REINE,NO,67.933333,13.1
BALLSTAD,NO,68.066667,13.7
STAMSUND,NO,68.116667,13.85
SVOLVAER,NO,68.233333,14.583333
SKROVA HAVN,NO,68.166667,14.666667
BRETTESNES,NO,68.233333,14.85
LODINGEN,NO,68.416667,16
LILANDSGRUNNEN,NO,68.483333,16.883333
LITLE BALLANGEN,NO,68.333333,16.85
DRAG,NO,68.05,16.083333
KORSNES,NO,68.25,16.066667
TRANOY,NO,68.183333,15.666667
KJERRINGOY,NO,67.516667,14.766667
LAKSELV,NO,67.366667,15.6
FAUSKE,NO,67.25,15.366667
ROGNAN,NO,67.1,15.416667
ORNES,NO,66.866667,13.716667
GLOMFJORD,NO,66.816667,13.983333
SANDNESSJOEN,NO,66.016667,12.633333
KVALSUND,NO,70.5,23.983333
KIRKENES,NO,69.733333,30.05
BATSFJORDEN,NO,70.633333,29.733333
VARDO,NO,70.366667,31.116667
KJOLLEFJORDEN,NO,70.95,27.333333
HONNINGSVAG,NO,70.983333,26
HAIKOU,CN,20.05,110.283333
SHEKOU,CN,22.466667,113.866667
SHAKOTAN,RU,43.866667,146.833333
PICTOU,CA,45.666667,-62.716667
KARLSBORG,SE,65.8,23.283333
SANDVIK,SE,65.733333,23.766667
TOREHAMN,SE,65.9,22.65
KOPMANHOLMEN,SE,63.166667,18.583333
HUSUM,SE,63.333333,19.15
RUNDVIK,SE,63.533333,19.45
NORDMALING,SE,63.566667,19.483333
SKELLEFTEHAMN,SE,64.683333,21.233333
KAGEHAMN,SE,64.833333,21.033333
BRANNFORS,SE,65.016667,21.383333
PITEA,SE,65.316667,21.483333
LULEA,SE,65.583333,22.166667
GAVLE,SE,60.683333,17.166667
NORRSUNDET,SE,60.933333,17.166667
VALLVIK,SE,61.183333,17.166667
IGGESUND,SE,61.65,17.083333
STOCKA,SE,61.9,17.35
STOCKVIK,SE,62.333333,17.383333
SUNDSVALL,SE,62.383333,17.35
VIVSTAVARV,SE,62.483333,17.35
SORAKER,SE,62.5,17.5
HARNOSAND,SE,62.633333,17.933333
ULVVIK,SE,62.666667,17.866667
UTANSJO,SE,62.766667,17.933333
GUSTAVSVIK,SE,62.833333,17.883333
LUNDE,SE,62.883333,17.883333
KRAMFORS,SE,62.933333,17.8
KARSKAR,SE,60.683333,17.266667
BOLLSTABRUK,SE,63,17.7
VERKEBACK,SE,57.733333,16.533333
OXELOSUND,SE,58.666667,17.116667
NYNASHAMN,SE,58.9,17.966667
GUSTAVSBERG,SE,59.316667,18.383333
SANDHAMN,SE,59.283333,18.916667
GRISSLEHAMN,SE,60.1,18.816667
HARGSHAMN,SE,60.183333,18.45
SKUTSKAR,SE,60.65,17.4
SANDARNE,SE,61.266667,17.183333
DOMSJO,SE,63.266667,18.733333
OBBOLA,SE,63.7,20.333333
ARGENTIA,CA,47.3,-53.983333
TREPASSEY HARBOR,CA,46.733333,-53.4
VRAKHONISIS KALLONIS,GR,39.083333,26.083333
SAMOS,GR,37.75,26.966667
KHOMS,LY,32.666667,14.25
ABU KHAMMASH,LY,33.066667,11.816667
ST GEORGE'S,GD,12.05,-61.75
KOPER,SI,45.55,13.733333
TVOROYRI,FO,61.55,-6.8
VESTMANNA,FO,62.15,-7.166667
SORVAGUR,FO,62.083333,-7.25
FUGLAFJORDUR,FO,62.25,-6.8
KLAKSVIK,FO,62.233333,-6.583333
RUNAVIK,FO,62.116667,-6.716667
VAGUR,FO,61.483333,-6.8
FALMOUTH HARBOUR,GB,50.15,-5.066667
PLYMOUTH,GB,50.366667,-4.15
WEYMOUTH HARBOUR,GB,50.616667,-2.45
ALOTOA,PG,-10.316667,150.45
SAMARAI,PG,-10.616667,150.666667
SULOGA HARBOR,PG,-9.216667,152.766667
DISCOVERY BAY,PG,-10.416667,150.416667
ORO BAY,PG,-8.883333,148.483333
AVATIU,CK,-21.2,-159.783333
NEATH,GB,51.633333,-3.833333
SAN CIPRIAN,ES,43.7,-7.433333
LA CORUNA,ES,43.366667,-8.4
VILLAGARCIA DE AROSA,ES,42.6,-8.766667
AKSAZ LIMANI,TR,36.833333,28.383333
WISMAR,DE,53.9,11.466667
MUARA HARBOR,BN,5.033333,115.066667
MASAN,KR,35.183333,128.566667
CHINAE,KR,35.133333,128.65
GWANGYANG HANG,KR,34.85,127.8
IMBITUBA,BR,-28.233333,-48.666667
GUAIBA ISLAND TERMINAL,BR,-23.016667,-44.033333
SANTA CLARA,BR,-20.883333,-51.366667
PORTO DO FORNO,BR,-22.966667,-42.016667
ANGRA DOS REIS,BR,-23.016667,-44.316667
SANTOS,BR,-23.95,-46.3
RIO DE JANEIRO,BR,-22.9,-43.166667
NITEROI,BR,-22.883333,-43.116667
PARANAGUA,BR,-25.5,-48.516667
PORT KLANG,MY,3,101.4
SAPANGAR BAY,MY,6.083333,116.116667
PELABUHAN BASS,MY,6.316667,99.833333
PULAU PINANG,MY,5.416667,100.35
DOHA,QA,25.283333,51.533333
PUERTO ESTE,HN,16.083333,-86.9
COXEN HOLE,HN,16.316667,-86.55
COLLO,DZ,37,6.583333
BAMBERTON,CA,48.55,-123.516667
ESQUIMALT HARBOR,CA,48.433333,-123.433333
PORT SAN JUAN,CA,48.55,-124.433333
UCLUELET,CA,48.95,-125.55
CLAYOQUOT,CA,49.15,-125.916667
AHOUSAT,CA,49.283333,-126.066667
TAHSIS,CA,49.916667,-126.666667
BERGH COVE,CA,50.533333,-127.616667
PORT ALICE,CA,50.383333,-127.45
COAL HARBOR,CA,50.6,-127.583333
PORT HARDY,CA,50.716667,-127.483333
SOINTULA,CA,50.633333,-127.016667
ALERT BAY,CA,50.583333,-126.933333
PORT MCNEILL,CA,50.583333,-127.083333
BELLA COOLA,CA,52.366667,-126.8
BELLA BELLA,CA,52.166667,-128.15
KLEMTU,CA,52.6,-128.516667
BUTEDALE,CA,53.166667,-128.683333
KITIMAT,CA,54,-128.683333
PORPOISE HARBOR,CA,54.216667,-130.283333
PRINCE RUPERT,CA,54.316667,-130.333333
PORT SIMPSON,CA,54.566667,-130.433333
STEWART,CA,55.933333,-130
MASSET HARBOR,CA,54.016667,-132.15
PORT CLEMENTS,CA,53.683333,-132.183333
QUEEN CHARLOTTE,CA,53.25,-132.083333
ALLIFORD BAY,CA,53.216667,-131.983333
LYALL HARBOR,CA,48.8,-123.2
HOPE BAY,CA,48.8,-123.283333
SIDNEY,CA,48.65,-123.383333
VANCOUVER,CA,49.283333,-123.116667
PORT MOODY,CA,49.283333,-122.883333
PORT MELLON,CA,49.516667,-123.483333
DUNCAN BAY,CA,50.066667,-125.283333
CAMPBELL RIVER,CA,50.016667,-124.233333
COMOX HARBOR,CA,49.666667,-124.916667
NANOOSE HARBOR,CA,49.266667,-124.15
NANAIMO,CA,49.166667,-123.933333
HARMAC,CA,49.133333,-123.85
CHEMAINUS,CA,48.933333,-123.716667
CROFTON,CA,48.866667,-123.633333
COWICHAN BAY,CA,48.75,-123.616667
GANGES,CA,48.85,-123.483333
FAKFAK,ID,-2.933333,132.283333
AMAMAPARE,ID,-4.816667,136.966667
SAILOLOF,ID,-1.25,130.75
SERUI,ID,-1.9,136.25
MANOKWARI ROAD,ID,-0.866667,134.083333
JAYAPURA,ID,-2.533333,140.716667
MIEI,ID,-2.733333,134.5
STANLEY,FK,-51.7,-57.833333
VINH CAM RANH,VN,11.883333,109.166667
QUI NHON,VN,13.766667,109.233333
THANH HOA,VN,10.816667,106.766667
CAT LAI,VN,10.75,106.783333
MUI VUNG TAU,VN,10.316667,107.066667
RONDEAU,CA,42.266667,-81.9
PELEE I NORTH WHARF,CA,41.816667,-82.666667
OKHA,RU,53.55,143
MOSKAL VO,RU,53.583333,142.5
SHAKHTERSK,RU,49.166667,142.066667
AMBON,ID,-3.683333,128.166667
WAHAI,ID,-2.783333,129.5
ANGRA DO HEROISMO,PT,38.65,-27.216667
PRAIA DE VITORIA,PT,38.716667,-27.05
VILA DO PORTO,PT,36.933333,-25.15
KALIMNOS,GR,36.95,26.983333
LAKKI,GR,37.133333,26.85
BEAUTY POINT,AU,-41.15,146.816667
DOVER,AU,-43.316667,147.033333
PORT DALRYMPLE,AU,-41.133333,146.833333
NOUMEA,NC,-22.283333,166.433333
MURORAN KO,JP,42.35,140.966667
KAMAISHI KO,JP,39.266667,141.9
OFUNATO,JP,39.05,141.733333
KESENNUMA KO,JP,38.866667,141.6
ISHINOMAKI KO,JP,38.4,141.316667
SENDAI-SHIOGAMA,JP,38.316667,141.033333
TATEYAMA KO,JP,35,139.8
KANDA,JP,33.783333,131.016667
KAGOSHIMA KO,JP,31.583333,130.566667
MISUMI KO,JP,32.6,130.466667
NAGASAKI,JP,32.716667,129.85
SASEBO,JP,33.166667,129.716667
KARATSU,JP,33.483333,129.966667
IZUHARA,JP,34.2,129.3
WAKAMATSU KO,JP,33.9,130.816667
HAGI KO,JP,34.416667,131.4
SAKAI KO,JP,35.55,133.25
MIYAZU,JP,35.533333,135.2
MAIZURU KO,JP,35.516667,135.333333
NANAO KO,JP,37.05,136.983333
RYOTU KO,JP,38.083333,138.566667
HANNAN KO,JP,34.466667,135.35
KOCHI KO,JP,33.5,133.566667
UWAJIMA KO,JP,33.216667,132.566667
YAWATAHAMA,JP,33.45,132.416667
MISHIMA-KAWANOE KO,JP,34,133.55
URAGA KO,JP,35.233333,139.716667
SHIMIZU KO,JP,35.016667,138.5
MATSUSAKA,JP,34.6,136.566667
TOBA,JP,34.483333,136.85
OWASE KO,JP,34.066667,136.216667
TANABE KO,JP,33.716667,135.366667
AIOI,JP,34.783333,134.466667
UNO KO,JP,34.483333,133.95
HIBI KO,JP,34.45,133.933333
MIZUSHIMA KO,JP,34.5,133.75
ONOMICHI-ITOZAKI,JP,34.383333,133.166667
KURE,JP,34.233333,132.55
KANOKAWA KO,JP,34.183333,132.433333
KUDAMATSU,JP,34,131.866667
YOKOSUKA KO,JP,35.283333,139.666667
SHIMONOSEKI,JP,33.933333,130.933333
ATSUMI,JP,34.666667,137.066667
O0KIHAMA,JP,34.75,134.566667
KASHIWAZAKI,JP,37.366667,138.55
UCHIURA,JP,35.516667,135.5
HIKARI,JP,33.95,131.933333
HIMEKAWA,JP,37.033333,137.85
HIBIKINADA,JP,33.933333,130.833333
MITSUKOJIMA,JP,34.183333,132.516667
NOSHIRO KO,JP,40.216667,140
SAKAIMINATO,JP,35.533333,133.233333
TOBATA,JP,33.916667,130.816667
TOKYO KO,JP,35.666667,139.75
SAKAIDE KO,JP,34.333333,133.85
FUKUYAMA,JP,34.433333,133.433333
DUBROVNIK,HR,42.666667,18.083333
BRSICA,HR,45.033333,14.05
BAKAR,HR,45.3,14.533333
OMISALJ,HR,45.216667,14.55
SENJ,HR,44.983333,14.9
ZADAR,HR,44.116667,15.216667
SIBENIK,HR,43.733333,15.883333
PLOCE,HR,43.05,17.433333
ZALIV RASA,HR,45.05,14.066667
DUGI RAT,HR,43.45,16.65
KORCULA,HR,42.933333,17.133333
PUERTO CABELLO,VE,10.483333,-68
BAHIA DE PERTIGALETE,VE,10.233333,-64.566667
CATIA LA MAR,VE,10.6,-67.016667
PUERTO BORBURATA,VE,10.483333,-67.983333
PUERTO CHICHIRIVICHE,VE,10.916667,-68.266667
TAHUNA,ID,3.616667,125.483333
MINA SALMAN,BH,26.2,50.633333
AL MANAMAH,BH,26.233333,50.583333
SHENGJIN,AL,41.816667,19.6
VLORES,AL,40.466667,19.5
CARAQUET,CA,47.8,-64.933333
SHIPPEGAN,CA,47.75,-64.7
SHEDIAC,CA,46.216667,-64.55
POINTE A PITRE,GP,16.233333,-61.533333
GOLDSBORO,CA,45.183333,-61.65
STORMONT,CA,45.216667,-61.716667
MUSQUODOBOIT HARBOUR,CA,44.783333,-63.15
HALIFAX,CA,44.65,-63.583333
SAMBRO,CA,44.466667,-63.6
LUNENBURG,CA,44.383333,-64.316667
DIGBY,CA,44.616667,-65.766667
CANSO,CA,45.333333,-61
GUYSBOROUGH,CA,45.4,-61.5
YARMOUTH,CA,43.833333,-66.116667
LIVERPOOL (BROOKLYN),CA,44.033333,-64.65
WHITEHAVEN HARBOR,CA,45.233333,-61.183333
MONHEGAN,US,43.766667,-69.316667
PORT CLYDE,US,43.916667,-69.25
FRIENDSHIP,US,43.966667,-69.333333
NEW HARBOR,US,43.866667,-69.483333
PEMAQUID BEACH,US,43.866667,-69.533333
SOUTH BRISTOL,US,43.866667,-69.55
BOOTHBAY HARBOR,US,43.866667,-69.583333
CUNDY HARBOR,US,43.783333,-69.9
SOUTH HARPSWELL,US,43.733333,-70.016667
PORTLAND,US,43.666667,-70.25
COREA,US,44.4,-67.966667
EASTPORT,US,44.9,-66.983333
LUBEC,US,44.866667,-66.983333
MACHIASPORT,US,44.7,-67.4
JONESPORT,US,44.533333,-67.616667
WYMAN,US,44.516667,-67.866667
ST AUGUSTINE,US,29.9,-81.316667
CANAVERAL HARBOR,US,28.7,-80.616667
FORT PIERCE,US,27.466667,-80.316667
PALM BEACH,US,26.766667,-80.05
PORT EVERGLADES,US,26.1,-80.116667
MIAMI,US,25.783333,-80.183333
OCEAN CITY,US,38.333333,-75.083333
CAPE CHARLES,US,37.266667,-76.016667
NEWPORT NEWS,US,36.966667,-76.433333
EDENTON,US,36.05,-76.616667
BEAUFORT,US,34.716667,-76.666667
MOREHEAD CITY,US,34.716667,-76.7
SWANSBORO,US,34.683333,-77.133333
WRIGHTSVILLE,US,34.216667,-77.816667
ELIZABETHPORT,US,40.65,-74.183333
STAPLETON SI,US,40.633333,-74.066667
TOMPKINSVILLE SI,US,40.633333,-74.066667
PORT RICHMOND SI,US,40.65,-74.133333
MARINERS HARBOR SI,US,40.633333,-74.166667
SAYREVILLE,US,40.466667,-74.366667
SOUTH AMBOY,US,40.483333,-74.266667
LEONARDO,US,40.433333,-74.066667
BARNEGAT,US,39.766667,-74.1
ATLANTIC CITY,US,39.366667,-74.416667
CITY ISLAND,US,40.85,-73.783333
GLOUCESTER,US,42.6,-70.666667
BEVERLY,US,42.533333,-70.883333
SALEM,US,42.516667,-70.883333
MARBLEHEAD,US,42.5,-70.85
LYNN,US,42.45,-70.95
BOSTON,US,42.35,-71.05
PLYMOUTH,US,41.95,-70.666667
PROVINCETOWN,US,42.05,-70.183333
HYANNIS,US,41.65,-70.283333
FALMOUTH,US,41.55,-70.616667
NANTUCKET,US,41.283333,-70.1
EDGARTOWN,US,41.383333,-70.5
WOODS HOLE,US,41.516667,-70.666667
NEW BEDFORD,US,41.633333,-70.916667
NEWPORT,US,41.5,-71.333333
FALL RIVER,US,41.7,-71.166667
BRISTOL,US,41.666667,-71.266667
QUONSET POINT,US,41.583333,-71.4
DAVISVILLE DEPOT,US,41.616667,-71.4
NOANK,US,41.316667,-71.983333
GREENWICH,US,41.016667,-73.616667
WINTER HARBOR,US,44.383333,-68.083333
SORRENTO,US,44.466667,-68.183333
BAR HARBOR,US,44.383333,-68.2
NORTHEAST HARBOR,US,44.3,-68.283333
SOUTHWEST HARBOR,US,44.283333,-68.316667
MOUNT DESERT,US,44.366667,-68.333333
FRENCHBORO,US,44.116667,-68.366667
MINTURN,US,44.15,-68.45
SWANS ISLAND,US,44.133333,-68.45
BASS HARBOR,US,44.233333,-68.35
BROOKLIN,US,44.266667,-68.583333
BUCKS HARBOR,US,44.333333,-68.733333
STONINGTON,US,44.15,-68.666667
VINALHAVEN,US,44.05,-68.833333
NORTH HAVEN,US,44.133333,-68.866667
CASTINE,US,44.383333,-68.733333
CAMDEN,US,44.216667,-69.066667
ROCKPORT,US,44.183333,-69.066667
CHAGUARAMAS,TT,10.683333,-61.65
POINT LISAS INDUSTRIAL PORT,TT,10.4,-61.5
PORT OF SPAIN,TT,10.65,-61.516667
PRINCE OLAV HARBOR,GS,-54.033333,-37.15
STROMNESS HARBOR,GS,-54.15,-36.7
GRYTVIKEN,GS,-54.266667,-36.5
BUSUM,DE,54.133333,8.866667
BAKAPIT,MY,4.95,118.583333
ATUONA,PF,-9.816667,-139.033333
BAIE TAIOHAE,PF,-8.933333,-140.083333
VICTORIA,MY,5.283333,115.233333
KOTA KINABALU,MY,5.983333,116.066667
PELABUHAN SANDAKAN,MY,5.833333,118.116667
LAHAD DATU,MY,5.016667,118.316667
SAIPAN,MP,15.2,145.683333
ROSAS,ES,42.266667,3.183333
AGUILAS,ES,37.4,-1.566667
HORNILLO,ES,37.4,-1.55
KARACHI,PK,24.783333,66.983333
MUHAMAMAD BIN QASIM,PK,24.766667,67.35
GWADAR,PK,25.133333,62.3
LAS CALDERAS,DO,18.216667,-70.516667
SANTA CRUZ DE BARAHONA,DO,18.2,-71.083333
PUERTO BOTADO,DO,19.2,-69.45
SANTA BARBARA DE SAMANA,DO,19.2,-69.333333
SIGLUFJORHURD,IS,66.15,-18.916667
OLAFSFJORDHUR,IS,66.083333,-18.633333
AKUREYRI,IS,65.683333,-18.083333
KOPASKER,IS,66.283333,-16.45
SKAGASTROND,IS,65.833333,-20.316667
SAUDARKROKUR,IS,65.75,-19.666667
HUSAVIK,IS,66.033333,-17.333333
RAUFARHOFN,IS,66.45,-15.933333
TEXAS CITY,US,29.383333,-94.916667
BAYTOWN,US,29.733333,-95.016667
PALACIOS,US,28.683333,-96.216667
PORT LAVACA,US,28.616667,-96.616667
PORT OCONNOR,US,28.45,-96.4
ROCKPORT,US,28.016667,-97.05
CORPUS CHRISTI,US,27.816667,-97.4
PORT ARANSAS,US,27.833333,-97.05
PORT INGLESIDE,US,27.816667,-97.183333
PORT ISABEL,US,26.083333,-97.2
GALVESTON,US,29.316667,-94.783333
KEY WEST,US,24.55,-81.816667
BOCA GRANDE,US,26.7,-82.333333
TAMPA,US,27.916667,-82.45
ST PETERSBURG,US,27.766667,-82.616667
TARPON SPRINGS,US,28.15,-82.766667
PORT ST JOE,US,29.816667,-85.316667
PANAMA CITY,US,30.133333,-85.65
PENSACOLA,US,30.4,-87.216667
BILOXI,US,30.383333,-88.883333
GULFPORT,US,30.35,-89.083333
GRAND ISLE,US,29.233333,-90
SABINE,US,29.716667,-93.866667
SABINE PASS,US,29.733333,-93.9
ST GEORGE'S,BM,32.383333,-64.683333
HAMILTON,BM,32.3,-64.783333
ZHOUSHAN,CN,30,122.1
WEIHAI,CN,37.5,122.1
LONGKOU GANG,CN,37.633333,120.283333
PENGLAI,CN,37.816667,120.833333
RIZHAO,CN,35.383333,119.566667
ELAT,IL,29.55,34.95
TAWAS CITY,US,44.266667,-83.5
ALPENA,US,45.066667,-83.416667
ST IGNACE,US,45.85,-84.716667
LUANDA,AO,-8.8,13.25
LOBITO,AO,-12.333333,13.566667
GOOSE BAY,CA,53.366667,-60.3
WHANGAROA,NZ,-35.05,173.766667
TAURANGA,NZ,-37.633333,176.166667
WELLINGTON,NZ,-41.283333,174.783333
MANUKAU HARBOR,NZ,-36.933333,174.783333
SAKSKOBING,DK,54.8,11.633333
NAKSKOV,DK,54.833333,11.133333
FLYING FISH COVE,CX,-10.416667,105.7
UTUROA,PF,-16.733333,-151.45
PAPEETE,PF,-17.533333,-149.583333
SUVA HARBOR,FJ,-18.133333,178.416667
LEVUKA,FJ,-17.683333,178.833333
QINZHOU,CN,21.733333,108.583333
PORT MOLLER,US,55.983333,-160.566667
PORT HEIDEN,US,56.883333,-158.7
PILOT POINT,US,57.566667,-157.6
EGEGIK,US,58.2,-157.366667
NAKNEK,US,58.716667,-157.016667
KOGGIUNG,US,58.966667,-156.916667
DILLINGHAM,US,59.033333,-158.483333
PLATINUM,US,59.016667,-161.833333
SHISHMAREF,US,66.25,-166.083333
KOTZEBUE,US,66.916667,-162.583333
PRUDHOE BAY,US,70.333333,-148.416667
ESCANABA,US,45.766667,-87.05
GLADSTONE,US,45.85,-87.016667
NAHMA,US,45.833333,-86.666667
ST. JAMES HARBOR,US,45.733333,-85.516667
HARBOR SPRINGS,US,45.433333,-84.983333
TRAVERSE CITY,US,44.766667,-85.616667
FRANKFORT,US,44.633333,-86.25
PORTO DI ORISTANO,IT,39.866667,8.55
LA MADDALENA,IT,41.2,9.416667
OLBIA,IT,40.916667,9.5
MADANG,PG,-5.216667,145.816667
VANIMO,PG,-2.683333,141.133333
MALABO,GQ,3.75,8.783333
LUBA,GQ,3.5,8.566667
COLLINGWOOD,NZ,-40.683333,172.666667
AKAROA,NZ,-43.8,172.966667
TARAKOHE,NZ,-40.85,172.9
